doc_id,file_name,disaster_type,section_title,content
doc_철도·지하철 사고 국민행동요령_26,철도·지하철 사고 국민행동요령,철도·지하철사고,# 기본 행동요령,"**승무원 지시:**
- **기관사 및 승무원의 안내방송에 따라 대피합니다**
- 공식 지시 준수

**질서 있는 대피:**
- **승무원이 승강문을 개방하면 질서 있게 대피합시다**
- 순서 지키기
- **(필요시, 비상사다리 설치)**

**약자 먼저:**
- **부상자, 노약자, 임산부가 먼저 대피할 수 있도록 배려하고 도와줍니다**
- 적극 도움
- 함께 대피"
doc_철도·지하철 사고 국민행동요령_27,철도·지하철 사고 국민행동요령,철도·지하철사고,# 비상창문 탈출,"**창문 개방:**
- **승강문이 열리지 않으면 비상용 망치를 이용하여 비상창문을 깨고 탈출할 수 있습니다**
- 망치 위치 확인
- 유리 깨기
- 신속히 탈출"
doc_철도·지하철 사고 국민행동요령_28,철도·지하철 사고 국민행동요령,철도·지하철사고,# 선로 대피 시 주의,"**반대편 선로 금지:**
- **반대편 선로로 절대 대피하지 않도록 하고, 선로변내에 머무르지 않습니다**
- 전기 레일 위험
- 반대편 열차 위험

**선로 최소화:**
- 필요한 경우만 선로 사용
- 신속히"
doc_철도·지하철 사고 국민행동요령_29,철도·지하철 사고 국민행동요령,철도·지하철사고,# 터널 내 대피,"**유도등 따르기:**
- **터널내에서는 비상 유도등을 따라 가까운 터널 입구 및 비상대피소로 이동합니다**
- 조명 확인
- 안전한 위치로 이동

**자세 관리:**
- 낮은 자세
- 신속하고 침착하게"
doc_철도·지하철 사고 국민행동요령_30,철도·지하철 사고 국민행동요령,철도·지하철사고,# 안전장소 대기,"**구조 수송 대기:**
- **안전한 장소에서 구급차, 구원열차, 버스 등 연계수송 교통수단을 기다립니다**
- 승무원 지시 준수
- 질서 유지

---"
doc_철도·지하철 사고 국민행동요령_31,철도·지하철 사고 국민행동요령,철도·지하철사고,고속철도 테러(독가스) 발생,
doc_철도·지하철 사고 국민행동요령_32,철도·지하철 사고 국민행동요령,철도·지하철사고,# 1단계: 승무원 연락,"**인터폰 사용:**
- **차량 출입문 옆에 있는 인터폰을 이용하여 승무원에게 연락합니다**
- 즉시 알리기
- 상황 설명"
doc_철도·지하철 사고 국민행동요령_33,철도·지하철 사고 국민행동요령,철도·지하철사고,# 2단계: 호흡기 보호,"**코와 입 가리기:**
- **코와 입을 수건, 티슈, 옷소매 등으로 막고**
- 젖은 천 사용 (가능할 경우)"
doc_철도·지하철 사고 국민행동요령_34,철도·지하철 사고 국민행동요령,철도·지하철사고,# 3단계: 다른 객차로 이동,"**안전한 객차로:**
- **사고가 발생하지 않은 다른 객차로 이동합니다**
- 신속하게
- 객차 연결부 이용"
doc_철도·지하철 사고 국민행동요령_35,철도·지하철 사고 국민행동요령,철도·지하철사고,# 4단계: 승무원 지시 준수,"**안내방송 청취:**
- **기관사 및 승무원의 안내방송에 따라 대피합니다**

**질서 있는 대피:**
- **승무원이 승강문을 개방하면 질서 있게 대피합시다**
- **(필요시, 비상사다리 설치)**"
doc_철도·지하철 사고 국민행동요령_36,철도·지하철 사고 국민행동요령,철도·지하철사고,# 5단계: 약자 배려,"**우선 대피:**
- **부상자, 노약자, 임산부가 먼저 대피할 수 있도록 배려하고 도와줍니다**
- 함께 대피
- 도움 제공"
doc_철도·지하철 사고 국민행동요령_37,철도·지하철 사고 국민행동요령,철도·지하철사고,# 6단계: 비상창문 탈출,"**창문 개방:**
- **승강문이 열리지 않으면 비상용 망치를 이용하여 비상창문을 깨고 탈출할 수 있습니다**
- 유리 깨기
- 신속히 탈출"
doc_철도·지하철 사고 국민행동요령_38,철도·지하철 사고 국민행동요령,철도·지하철사고,# 7단계: 선로 대피,"**반대편 선로 피하기:**
- **반대선 선로에는 절대로 대피하지 않도록 하고, 선로변내에 머무르지 않습니다**
- 전기 위험
- 반대편 열차 주의"
doc_철도·지하철 사고 국민행동요령_39,철도·지하철 사고 국민행동요령,철도·지하철사고,# 8단계: 터널 내 대피,"**유도등 따르기:**
- **터널내에서는 비상 유도등을 따라 가까운 터널 입구 및 비상대피소로 대피합시다**
- 조명 확인
- 안전 위치로 이동

**자세 관리:**
- 낮은 자세 유지
- 신속하고 침착하게"
doc_철도·지하철 사고 국민행동요령_40,철도·지하철 사고 국민행동요령,철도·지하철사고,# 9단계: 안전장소 대기,"**구조 수송 대기:**
- **안전한 장소에서 구급차, 구원열차, 버스 등 연계수송 교통수단을 기다립니다**
- 승무원 지시 준수

---"
doc_철도·지하철 사고 국민행동요령_41,철도·지하철 사고 국민행동요령,철도·지하철사고,철도·지하철 안전시설,
doc_철도·지하철 사고 국민행동요령_42,철도·지하철 사고 국민행동요령,철도·지하철사고,# 지하철 안전시설,"**비상버튼:**
- 위치: 노약자·장애인석 옆
- 용도: 승무원 연락
- 비상 상황 시 즉시 사용

**인터폰:**
- 위치: 객실 양 끝
- 용도: 승무원 연락
- 화재 등 긴급 상황 알리기

**소화기:**
- 위치: 객차마다 2개 비치
- 용도: 초기 화재 진압
- 사용법 숙지 필수

**비상용 망치:**
- 위치: 출입문 근처
- 용도: 유리창 깨기
- 긴급 탈출

**스크린도어(PSD):**
- 개방: 손잡이 또는 빨간색 바
- 안전: 열차 정지 후 개방

**대피유도등:**
- 위치: 천장 및 벽면
- 용도: 비상 대피 경로 안내
- 정전 시에도 작동"
doc_철도·지하철 사고 국민행동요령_43,철도·지하철 사고 국민행동요령,철도·지하철사고,# 고속철도 안전시설,"**인터폰:**
- 위치: 차량 출입문 옆
- 용도: 승무원 연락

**소화기:**
- 위치: 객실 연결통로
- 용도: 초기 화재 진압

**비상창문:**
- 위치: 객실 양 끝
- 용도: 긴급 탈출

**비상용 망치:**
- 비상창문 깨기 도구

**비상 유도등:**
- 터널 내 비상 대피 안내

---"
doc_철도·지하철 사고 국민행동요령_44,철도·지하철 사고 국민행동요령,철도·지하철사고,주요 연락처,"| 상황 | 전화번호 |
|------|---------|
| 긴급 신고 | **119** (소방) |
| 경찰 | **112** |
| 지하철·철도 안내 | **1688-7788** (지하철공사 고객센터) |
| 국토교통부 | **044-201-4609** (철도안전정책과) |

---"
doc_철도·지하철 사고 국민행동요령_45,철도·지하철 사고 국민행동요령,철도·지하철사고,철도·지하철 사고 대응 요약,
doc_철도·지하철 사고 국민행동요령_46,철도·지하철 사고 국민행동요령,철도·지하철사고,# 지하철 화재:,"1. 비상버튼 누르기 (승무원 연락)
2. 소화기로 초기진압 (가능하면)
3. 호흡기 보호 (수건 등으로)
4. 다른 객차로 이동
5. 출입문 개방 (수동/비상망치)
6. 비상구로 대피
7. 지상 또는 터널 대피"
doc_철도·지하철 사고 국민행동요령_47,철도·지하철 사고 국민행동요령,철도·지하철사고,# 지하철 일반 사고:,"1. 인터폰으로 승무원 연락
2. 안내방송 따르기
3. 약자 배려
4. 질서 있게 대피
5. 선로 감전 주의
6. 비상구로 대피"
doc_철도·지하철 사고 국민행동요령_48,철도·지하철 사고 국민행동요령,철도·지하철사고,# 고속철도 사고:,"1. 승무원 지시 준수
2. 질서 있게 대피
3. 약자 먼저 대피
4. 비상창문 탈출 (필요시)
5. 선로 주의
6. 터널 내 유도등 따르기
7. 안전장소에서 대기"
doc_철도·지하철 사고 국민행동요령_49,철도·지하철 사고 국민행동요령,철도·지하철사고,# 핵심 원칙:,"- **승무원 및 안내방송 따르기**
- **질서 있는 행동**
- **선로 진입 주의 (감전, 반대편 열차)**
- **약자 먼저 대피**

---

**소관 부서:** 국토산업재난대응과 (044-205-6333), 국토교통부 철도안전정책과 문성배 (044-201-4609)

---

**철도·지하철 사고는 예측하기 어렵지만, 사전 안전시설 숙지와 침착한 대응으로 피해를 최소화할 수 있습니다.**"
doc_폭발사고 국민행동요령_0,폭발사고 국민행동요령,폭발사고,,"# 국민재난안전포털 폭발사고 국민행동요령 (2025)

**한국가스안전공사 & 행정안전부 발행**

---"
doc_폭발사고 국민행동요령_1,폭발사고 국민행동요령,폭발사고,폭발사고 개요 및 통계,
doc_폭발사고 국민행동요령_2,폭발사고 국민행동요령,폭발사고,# 폭발사고의 위험성,"폭발사고는 순간적으로 발생하며 **매우 광범위한 피해를 유발**합니다. 인명피해뿐만 아니라 건물 붕괴, 대규모 화재 등 연쇄 재난으로 이어질 수 있습니다."
doc_폭발사고 국민행동요령_3,폭발사고 국민행동요령,폭발사고,# 폭발사고 통계 (2020~2022년),"**발생 장소:**
- **공동주택·단독주택**: 37%
- **자동차**: 14%
- **기타 장소**: 49%

**인명피해:**
- **총 재해자 수**: 323명
- **사망자 수**: 19명
- **사망률**: 약 5.9%

**주요 원인:**
- 가스누출 및 폭발
- 부탄가스, 헤어스프레이 등 폭발성 용기
- 배터리 과열
- 부주의한 폭발물 소지

---"
doc_폭발사고 국민행동요령_4,폭발사고 국민행동요령,폭발사고,폭발사고 예방,
doc_폭발사고 국민행동요령_5,폭발사고 국민행동요령,폭발사고,# 1. 가스 누출 예방 및 관리,"**가스 누출 시 즉시 조치:**
- 체류가스를 **밖으로 내보내기** (환기)
- **전기스위치 사용 금지** (스파크 위험)
- **화기 사용 절대 금지**
- 창문과 출입문 **활짝 열기**

**가스 누출 감지:**
- 특이한 냄새 감지 시 신속히 조치
- 이웃과 공동으로 환기
- 관리사무소 또는 가스회사에 신고"
doc_폭발사고 국민행동요령_6,폭발사고 국민행동요령,폭발사고,# 2. 먼지 폭발 예방,"**밀폐공간 먼지 관리:**
- 먼지가 많이 발생하는 밀폐공간에서 **집진설비 설치**
- **화기사용 억제**
- 정기적인 청소로 먼지 축적 방지

**위험 장소:**
- 제조공장 (밀가루, 톱밥 등 가연성 분진)
- 곡물 저장소
- 화학 공장
- 광산 등"
doc_폭발사고 국민행동요령_7,폭발사고 국민행동요령,폭발사고,# 3. 가전제품 및 보일러 안전 관리,"**과열 방지:**
- 과열이 되기 쉬운 가전제품은 **무리해서 사용 금지**
- 보일러, 히터 등 **안전밸브 항상 확인·점검**
- 정기적인 정비 및 AS 실시

**가전제품 점검:**
- 냉장고, 세탁기, 건조기 등 **먼지 제거**
- 손상된 전선 **즉시 교체**
- 비정상 소음, 냄새 감지 시 사용 금지"
doc_폭발사고 국민행동요령_8,폭발사고 국민행동요령,폭발사고,# 4. 배터리 안전 관리,"**휴대전화 및 노트북 배터리:**
- 장시간 또는 **고온의 장소에서 사용 자제**
- **금속물질과 함께 보관하지 말기**
- **무리한 압력을 가하지 말기** (손상 시 폭발)
- 떨어뜨리거나 충격 주지 않기
- 공식 배터리 사용

**배터리 보관:**
- 서늘하고 건조한 곳 보관
- 금속물질(동전, 열쇠 등)과 분리 보관
- 외부 손상 없는지 정기적으로 확인"
doc_폭발사고 국민행동요령_9,폭발사고 국민행동요령,폭발사고,# 5. 폭발성 용기 관리 및 처리,"**폭발성 용기의 종류:**
- 휴대용 부탄가스
- 헤어스프레이
- 윤활유 스프레이
- 살충제 스프레이
- 제초제 스프레이 등

**안전한 폐기:**
- **반드시 구멍을 뚫어 잔류가스 배출**
- **화기가 없는 장소에서 폐기**
- 밀폐된 용기에 보관하지 말기
- 야외에서 안전하게 처리

**사용 제한:**
- 밀폐된 공간(욕실, 탈의실)에서 사용 자제
- 환기가 잘 되는 곳에서만 사용
- 화기 근처에서 사용 절대 금지"
doc_폭발사고 국민행동요령_10,폭발사고 국민행동요령,폭발사고,# 6. 자동차 내 위험물 관리,"**여름철 특별 주의:**
- 자동차에 **가스라이터, 부탄가스, 향수 등 폭발성 물질을 두고 내리지 말기**
- 여름 고온으로 인한 용기 내압 상승 → 폭발 위험
- 자동차 내부 온도는 60℃ 이상 올라갈 수 있음

**자동차 관리:**
- 휴대전화 충전기 연결 시 발생 열 주의
- 자동차 배터리 점검
- 가솔린, 경유 등 연료 누출 확인"
doc_폭발사고 국민행동요령_11,폭발사고 국민행동요령,폭발사고,# 7. 의심 폭발물 발견 시,"**절대 금지:**
- **마음대로 분해하지 말기** (폭발 위험)
- 만지거나 이동하지 말기
- 맡거나 음성으로 신고 금지

**신고 절차:**
- **즉시 가까운 경찰서에 신고**
- **군부대에 신고** (필요시)
- 경찰관의 안내에 따라 현장 이탈
- 타인에게 경고하고 대피 유도

---"
doc_폭발사고 국민행동요령_12,폭발사고 국민행동요령,폭발사고,폭발사고 발생 시 행동요령,
doc_폭발사고 국민행동요령_13,폭발사고 국민행동요령,폭발사고,# 1. 즉시 대피,"**건물 내 폭발 시:**
- **2차 폭발에 대비하여 신속히 건물 밖으로 대피**
- 엘리베이터 이용 금지 (전원 손실 위험)
- 계단을 이용하여 빠르게 이동
- 다른 사람들을 안내하며 대피

**대피 거리:**
- 폭발지점으로부터 **최대한 멀리 떨어지기**
- 사각지대나 벽면이 있는 곳 활용"
doc_폭발사고 국민행동요령_14,폭발사고 국민행동요령,폭발사고,# 2. 청각 보호,"**폭발음 손상 예방:**
- 폭발사고 시 매우 큰 굉음으로 **청각장애 가능**
- **귀를 손이나 방석 등으로 막고 대피**
- 귓가에 손을 모아 보호
- 폭발 직후 귀에서 이명 증상이 있어도 당황하지 말기"
doc_폭발사고 국민행동요령_15,폭발사고 국민행동요령,폭발사고,# 3. 안전한 곳으로 대피,"**대피 위치 선택:**
- **멀리 떨어진 장소**로 이동
- **차폐 벽이 있는 장소** (건물 뒤, 담장 뒤 등)
- 건설 중인 건물의 안전한 장소 활용
- 지하 벽체가 있는 공간

**위험한 위치 피하기:**
- 유리창이 많은 곳 금지
- 간판, 표지판 주변 피하기
- 건물 바로 앞 피하기 (낙하물)"
doc_폭발사고 국민행동요령_16,폭발사고 국민행동요령,폭발사고,# 4. 파편 및 낙하물 주의,"**신체 보호:**
- 방석, 쿠션, 신문, 책 등으로 **머리와 얼굴 보호**
- 팔로 눈과 얼굴을 보호하며 이동
- 유리 파편 및 금속 조각 주의

**풍향 고려:**
- **바람이 불어오는 방향으로 이동**
- 연기와 가스 흡입 최소화
- 파편 움직임 감지"
doc_폭발사고 국민행동요령_17,폭발사고 국민행동요령,폭발사고,# 5. 연기 및 가스 대피,"**질식 예방:**
- 연기와 가스에 의한 **질식 대비**
- 젖은 수건, 옷소매로 **코와 입 막기**
- 낮은 자세로 이동 (연기는 위로 올라감)
- 신선한 공기가 있는 곳으로 이동

**호흡 관리:**
- 깊게 숨을 들이쉬지 말기
- 천천히, 얕게 숨 쉬기
- 공기가 좋은 장소로 즉시 이동"
doc_폭발사고 국민행동요령_18,폭발사고 국민행동요령,폭발사고,# 6. 부상자 응급처치,"**우선순위:**
- 부상자는 **즉시 안전한 장소로 먼저 옮기기**
- 그 후 응급조치 실시

**응급조치:**
- 심각한 외상: 지혈, 심폐소생술 등
- 화상: 냉수로 식히기
- 골절: 움직이지 않게 고정
- 119 신고

**이동 주의:**
- 척추 손상 가능성 → 움직임 최소화
- 여러 명이 함께 안전하게 이동"
doc_폭발사고 국민행동요령_19,폭발사고 국민행동요령,폭발사고,# 7. 2차 폭발 예방,"**전기 및 화기 관리:**
- **전기 스위치 사용 금지** (스파크 위험)
- **화기사용 절대 금지** (가스 점화 위험)
- 휴대전화 사용 최소화

**가스 차단:**
- **가스 중간밸브를 즉시 잠그기**
- 가스 공급원 차단
- 가스누출 감지 시 환기

**자연환기:**
- **창문을 활짝 열어 자연환기**
- 실내 가스 배출
- 공기 순환 유지

---"
doc_폭발사고 국민행동요령_20,폭발사고 국민행동요령,폭발사고,가스폭발사고 예방 및 대응,
doc_폭발사고 국민행동요령_21,폭발사고 국민행동요령,폭발사고,# 예방 수칙,"**일상생활 예방:**
1. 가스 누출 시 **즉시 환기**
2. **화기 사용 절대 금지**
3. 전기스위치 사용 금지
4. 창문 활짝 열기

**배터리 관리:**
- 휴대전화 배터리 장시간 사용 자제
- 노트북 배터리 고온 피하기
- 금속물질과 함께 보관 금지
- 무리한 압력 가하지 말기"
doc_폭발사고 국민행동요령_22,폭발사고 국민행동요령,폭발사고,# 대응 수칙,"**폭발 발생 직후:**
1. **신속히 밖으로 대피** (2차 폭발 대비)
2. 굉음으로 청각 손상 → **귀 막고 대피**
3. **바람이 불어오는 방향**으로 이동
4. 파편 주의하며 대피

**질식 대비:**
- 연기·가스 피하기
- 낮은 자세 유지
- 깨끗한 공기 지역으로 이동

---"
doc_폭발사고 국민행동요령_23,폭발사고 국민행동요령,폭발사고,폭발 위험 물질 관리,
doc_폭발사고 국민행동요령_24,폭발사고 국민행동요령,폭발사고,# 1. 휴대용 부탄가스,"**사용 시 주의:**
- **야외에서만 사용**
- 실내는 절대 금지
- 환기가 잘 되는 곳에서 사용
- 화기에서 멀리 떨어지기

**보관 및 폐기:**
- 서늘한 곳 보관
- **구멍을 뚫어 잔류가스 배출**
- 화기 없는 장소에 버리기"
doc_폭발사고 국민행동요령_25,폭발사고 국민행동요령,폭발사고,# 2. 헤어스프레이 및 스프레이 제품,"**실내 사용 주의:**
- 욕실, 탈의실 등 밀폐공간 피하기
- 환기가 잘 되는 곳에서 사용
- 화기 근처에서 사용 금지

**폐기:**
- 캔에 구멍을 뚫어 가스 배출
- 화기 없는 야외에서 처리"
doc_폭발사고 국민행동요령_26,폭발사고 국민행동요령,폭발사고,# 3. 자동차 내 위험물,"**금지 물품:**
- 가스라이터
- 부탄가스
- 향수
- 캔형 제품 등

**여름철 특별 주의:**
- 고온으로 인한 폭발 위험 증가
- 자동차 내부 온도 60℃ 이상"
doc_폭발사고 국민행동요령_27,폭발사고 국민행동요령,폭발사고,# 4. 배터리 제품,"**관리:**
- 고온 환경 피하기
- 금속물질과 분리 보관
- 외부 손상 확인
- 떨어뜨리거나 압력 가하지 말기

---"
doc_폭발사고 국민행동요령_28,폭발사고 국민행동요령,폭발사고,장소별 폭발사고 예방,
doc_폭발사고 국민행동요령_29,폭발사고 국민행동요령,폭발사고,# 1. 주택 (공동주택·단독주택) - 37% 발생,"**가스 누출 예방:**
- 가스 배관 정기 점검
- 이상 냄새 감지 시 즉시 신고
- 창문 환기 습관

**도시가스 사용 안전:**
- 정기적인 안전 점검
- 가스 누출 감지기 설치
- 코크 및 밸브 확인"
doc_폭발사고 국민행동요령_30,폭발사고 국민행동요령,폭발사고,# 2. 자동차 - 14% 발생,"**차량 관리:**
- 배터리 점검
- 자동차 내 고온 물질 금지
- 휘발유·경유 누출 확인

**여름철 주의:**
- 내리기 전 높은 온도 확인
- 폭발성 물질 제거
- 자동차 환기 시간 확보"
doc_폭발사고 국민행동요령_31,폭발사고 국민행동요령,폭발사고,# 3. 산업체 및 공장,"**먼지 폭발 방지:**
- 집진설비 설치 및 유지관리
- 정기적인 청소
- 화기 사용 제한

**가스 관리:**
- 가스 누출 감시 시설
- 정기적인 안전 점검
- 대피 훈련"
doc_폭발사고 국민행동요령_32,폭발사고 국민행동요령,폭발사고,# 4. 요리 공간,"**가스레인지 안전:**
- 불이 붙었는지 확인
- 조리 중 감시
- 불완전 연소 방지
- 정기적인 청소

---"
doc_폭발사고 국민행동요령_33,폭발사고 국민행동요령,폭발사고,주요 연락처,"| 상황 | 전화번호 |
|------|---------|
| 긴급 신고 | **119** (소방) |
| 경찰 | **112** |
| 의심 폭발물 신고 | **경찰서** (112) |
| 가스 누출 신고 | **123** (한국전력) |
| 가스 누출 (가스회사) | **지역 가스 공사** |

---"
doc_폭발사고 국민행동요령_34,폭발사고 국민행동요령,폭발사고,폭발사고 예방·대응 요약,
